ID,Date,Date1,Species,Capture Time,Sex,Age,Mass,Forearm,Fat,Lean,Free_Water,Total_Body_Water,Season,Tibia Length,Repro Status,State,County,Site Name,Comments
KJ3-LANO-10,5.10.2014,10-May-14,Lasionycteris noctivagans,after sunrise,F,A,10.8,41.76,0.98,8.8,,,,,,ON,,Long Point,
KJ3-LANO-11,5.10.2014,10-May-14,Lasionycteris noctivagans,11:45:00 PM,F,A,11.3,41.21,1.41,8.56,,,,,,ON,,Long Point,
KJ3-LANO-12,5.11.2014,11-May-14,Lasionycteris noctivagans,1:30:00 AM,F,A,10.2,43.46,0.47,8.46,,,,,,ON,,Long Point,
KJ3-LANO-13,5.12.2014,12-May-14,Lasionycteris noctivagans,4:45:00 AM,M,A,10.8,41.8,1.14,8.2,,,,,,ON,,Long Point,
KJ3-LANO-14,5.12.2014,12-May-14,Lasionycteris noctivagans,5:45:00 AM,F,A,11.8,42.41,1.5,8.95,,,,,,ON,,Long Point,
KJ3-LANO-15,5.12.2014,12-May-14,Lasionycteris noctivagans,10:45:00 AM,F,A,10.5,40.17,0.98,8.23,,,,,,ON,,Long Point,
KJ3-LANO-16,5.14.2014,14-May-14,Lasionycteris noctivagans,2:45:00 AM,M,A,11.2,39.91,1.07,8.61,,,,,,ON,,Long Point,
KJ3-LANO-17,5.14.2014,14-May-14,Lasionycteris noctivagans,3:50:00 AM,M,A,9,41.05,0.37,7.37,,,,,,ON,,Long Point,
KJ3-LANO-18,5.14.2014,14-May-14,Lasionycteris noctivagans,3:50:00 AM,F,A,11.9,41.64,0.93,9.74,,,,,,ON,,Long Point,
KJ3-LANO-19,5.14.2014,14-May-14,Lasionycteris noctivagans,10:30:00 PM,M,A,10.3,42.63,0.78,8.26,,,,,,ON,,Long Point,
KJ3-LANO-2,4.14.2014,14-Apr-14,Lasionycteris noctivagans,9:00:00 PM,F,A,10.7,42.13,,,,,,,,ON,,Long Point,
KJ3-LANO-20,5.15.2014,15-May-14,Lasionycteris noctivagans,4:40:00 AM,F,A,12.1,41.75,1.91,8.85,,,,,,ON,,Long Point,
KJ3-LANO-21,5.15.2014,15-May-14,Lasionycteris noctivagans,5:00:00 AM,F,A,10.9,41.73,1.24,8.46,,,,,,ON,,Long Point,
KJ3-LANO-22,5.15.2014,15-May-14,Lasionycteris noctivagans,5:15:00 AM,F,A,11.7,42.9,1.52,8.92,,,,,,ON,,Long Point,
KJ3-LANO-23,5.15.2014,15-May-14,Lasionycteris noctivagans,5:15:00 AM,F,A,10.8,42.36,1.05,8.59,,,,,,ON,,Long Point,
KJ3-LANO-24,5.15.2014,15-May-14,Lasionycteris noctivagans,5:30:00 AM,M,A,9,39.25,0.77,6.98,,,,,,ON,,Long Point,
KJ3-LANO-25,5.15.2014,15-May-14,Lasionycteris noctivagans,5:45:00 AM,M,A,9.3,38.37,0.77,7.51,,,,,,ON,,Long Point,
KJ3-LANO-26,5.15.2014,15-May-14,Lasionycteris noctivagans,5:45:00 AM,F,A,10.5,38.61,1.01,8.1,,,,,,ON,,Long Point,
KJ3-LANO-27,5.17.2014,17-May-14,Lasionycteris noctivagans,11:30:00 AM,F,A,10.2,41.85,0.82,8.11,,,,,,ON,,Long Point,
KJ3-LANO-28,5.19.2014,19-May-14,Lasionycteris noctivagans,5:15:00 AM,F,A,12.5,42.15,1.12,9.96,,,,,,ON,,Long Point,
KJ3-LANO-29,5.19.2014,19-May-14,Lasionycteris noctivagans,5:15:00 AM,F,A,11.6,42.31,1.26,8.9,,,,,,ON,,Long Point,
KJ3-LANO-3,4.27.2014,27-Apr-14,Lasionycteris noctivagans,10:30:00 PM,F,A,12.3,42.69,2.02,9.01,,,,,,ON,,Long Point,
KJ3-LANO-30,5.25.2014,25-May-14,Lasionycteris noctivagans,5:15:00 AM,F,A,12.6,42.1,,,,,,,,ON,,Long Point,
KJ3-LANO-31,5.27.2014,27-May-14,Lasionycteris noctivagans,4:00:00 AM,M,A,10.1,42.65,0.56,8.15,,,,,,ON,,Long Point,
KJ3-LANO-32,5.27.2014,27-May-14,Lasionycteris noctivagans,4:20:00 AM,F,A,12.1,42.26,,,,,,,,ON,,Long Point,
KJ3-LANO-33,5.31.2014,31-May-14,Lasionycteris noctivagans,4:45:00 AM,M,A,9.4,40.03,0.56,7.83,,,,,,ON,,Long Point,
KJ3-LANO-34,5.31.2014,31-May-14,Lasionycteris noctivagans,5:00:00 AM,F,A,12.5,41.11,1.59,9.57,,,,,,ON,,Long Point,
KJ3-LANO-38,6.3.2014,3-Jun-14,Lasionycteris noctivagans,5:00:00 AM,M,A,10.7,39.94,1.15,8.34,,,,,,ON,,Long Point,
KJ3-LANO-39,6.3.2014,3-Jun-14,Lasionycteris noctivagans,5:00:00 AM,M,A,10.7,39.84,1.18,8.39,,,,,,ON,,Long Point,
KJ3-LANO-4,5.7.2014,7-May-14,Lasionycteris noctivagans,1:45:00 AM,F,A,11.3,42.28,0.88,9.05,,,,,,ON,,Long Point,
KJ3-LANO-40,6.4.2014,4-Jun-14,Lasionycteris noctivagans,4:45:00 AM,M,A,11.3,39.82,1.33,8.78,,,,,,ON,,Long Point,
KJ3-LANO-41,6.4.2014,4-Jun-14,Lasionycteris noctivagans,4:45:00 AM,M,A,10.8,40,1.04,8.5,,,,,,ON,,Long Point,
KJ3-LANO-42,6.4.2014,4-Jun-14,Lasionycteris noctivagans,4:45:00 AM,M,A,11.2,41.3,1.22,8.69,,,,,,ON,,Long Point,
KJ3-LANO-5,5.7.2014,7-May-14,Lasionycteris noctivagans,9:45:00 AM,F,A,9.7,41.09,0.54,7.91,,,,,,ON,,Long Point,
KJ3-LANO-6,5.9.2014,9-May-14,Lasionycteris noctivagans,5:30:00 AM,F,A,11.9,42.74,1.02,9.46,,,,,,ON,,Long Point,
KJ3-LANO-7,5.10.2014,10-May-14,Lasionycteris noctivagans,12:30:00 AM,F,A,11.4,42.8,0.79,9.14,,,,,,ON,,Long Point,
KJ3-LANO-8,5.10.2014,10-May-14,Lasionycteris noctivagans,1:00:00 AM,F,A,10,41.15,1.05,8.33,,,,,,ON,,Long Point,
KJ3-LANO-9,5.10.2014,10-May-14,Lasionycteris noctivagans,4:15:00 AM,F,A,10.2,42.2,0.67,8.46,,,,,,ON,,Long Point,
LM1-EPFU-1,8.18.2011,18-Aug-11,Eptesicus fuscus,4:45:00 AM,M,SA,17,45.25,1.48,13.81,0.05,12.05,,,,ON,,Long Point,
LM1-EPFU-2,8.20.2011,20-Aug-11,Eptesicus fuscus,1:05:00 AM,M,A,15.7,46.95,1.12,12.49,0,9.68,,,,ON,,Long Point,
LM1-EPFU-3,8.20.2011,20-Aug-11,Eptesicus fuscus,1:55:00 AM,M,SA,16.1,43.3,1.24,12.82,0.15,10.83,,,,ON,,Long Point,
LM1-EPFU-4,9.2.2011,2-Sep-11,Eptesicus fuscus,2:40:00 AM,F,A,22.3,49.05,3.84,15.71,0.1,11.96,,,,ON,,Long Point,
LM1-LABO-1,8.25.2011,25-Aug-11,Lasiurus borealis,5:50:00 AM,M,A,11.2,39.5,0.65,8.94,0.07,7.7,,,,ON,,Long Point,
LM1-LABO-2,8.28.2011,28-Aug-11,Lasiurus borealis,4:30:00 AM,F,SA,11.8,41.15,,,,,,,,ON,,Long Point,
LM1-LABO-3,9.7.2011,7-Sep-11,Lasiurus borealis,3:15:00 AM,M,A,10.8,38.15,0.52,8.65,0.06,7.69,,,,ON,,Long Point,
LM1-LABO-4,9.9.2011,9-Sep-11,Lasiurus borealis,4:00:00 AM,F,A,14.4,41.2,2.68,9.79,0.05,8.45,,,,ON,,Long Point,
LM1-LABO-5,9.9.2011,9-Sep-11,Lasiurus borealis,4:00:00 AM,M,SA,9.9,38.6,0.57,7.83,0.04,6.42,,,,ON,,Long Point,
LM1-LABO-6,9.15.2011,15-Sep-11,Lasiurus borealis,3:50:00 AM,M,A,9.9,37.8,0.3,7.86,0.07,7.46,,,,ON,,Long Point,
LM1-LACI-1,8.22.2011,22-Aug-11,Lasiurus cinereus,3:50:00 AM,F,SA,21.6,53.4,1.39,17.85,0.05,15.9,,,,ON,,Long Point,
LM1-LACI-2,8.22.2011,22-Aug-11,Lasiurus cinereus,4:25:00 AM,M,A,21.9,50.2,2.1,17.1,0,14.64,,,,ON,,Long Point,
LM1-LACI-3,9.8.2011,8-Sep-11,Lasiurus cinereus,5:45:00 AM,M,A,24,51.3,2.08,18.53,0.06,14.55,,,,ON,,Long Point,
LM1-LACI-4,9.12.2011,12-Sep-11,Lasiurus cinereus,5:00:00 AM,F,A,25,54.9,2.69,19.06,0.22,15.3,,,,ON,,Long Point,
LM1-LANO-1,8.26.2011,26-Aug-11,Lasionycteris noctivagans,3:20:00 AM,F,SA,10,41.65,0.79,8.06,0.04,7.07,,,,ON,,Long Point,
LM1-LANO-10,8.28.2011,28-Aug-11,Lasionycteris noctivagans,4:00:00 AM,M,SA,9.4,40.3,0.92,7.5,0.11,7.82,,,,ON,,Long Point,
LM1-LANO-11,8.28.2011,28-Aug-11,Lasionycteris noctivagans,4:00:00 AM,M,SA,10.5,42.05,0.94,8.29,0.04,6.59,,,,ON,,Long Point,
LM1-LANO-12,8.28.2011,28-Aug-11,Lasionycteris noctivagans,4:00:00 AM,M,SA,9.8,40.1,0.95,7.64,0.05,6.03,,,,ON,,Long Point,
LM1-LANO-13,8.28.2011,28-Aug-11,Lasionycteris noctivagans,4:10:00 AM,M,SA,9.5,41.2,0.52,7.78,0,6.47,,,,ON,,Long Point,
LM1-LANO-14,8.28.2011,28-Aug-11,Lasionycteris noctivagans,4:30:00 AM,M,SA,9.7,40.25,,,,,,,,ON,,Long Point,
LM1-LANO-15,8.28.2011,28-Aug-11,Lasionycteris noctivagans,5:30:00 AM,F,SA,10.8,40.55,1.07,8.56,0,7.8,,,,ON,,Long Point,
LM1-LANO-16,8.28.2011,28-Aug-11,Lasionycteris noctivagans,5:30:00 AM,F,SA,10,39.9,0.68,8.21,0,6.33,,,,ON,,Long Point,
LM1-LANO-17,8.28.2011,28-Aug-11,Lasionycteris noctivagans,5:30:00 AM,F,SA,10.7,42,1.21,8.38,0.14,6.93,,,,ON,,Long Point,
LM1-LANO-18,8.28.2011,28-Aug-11,Lasionycteris noctivagans,5:30:00 AM,F,SA,10.1,40.3,0.92,8.41,0.04,7.7,,,,ON,,Long Point,
LM1-LANO-19,8.28.2011,28-Aug-11,Lasionycteris noctivagans,5:30:00 AM,M,SA,9.4,40.65,0.8,7.48,0.11,6.21,,,,ON,,Long Point,
LM1-LANO-2,8.26.2011,26-Aug-11,Lasionycteris noctivagans,5:05:00 AM,F,SA,9.8,40.6,0.68,8.11,0.06,6.73,,,,ON,,Long Point,
LM1-LANO-20,8.28.2011,28-Aug-11,Lasionycteris noctivagans,5:30:00 AM,M,SA,9.7,39.4,0.73,7.94,0.09,7.77,,,,ON,,Long Point,
LM1-LANO-21,8.28.2011,28-Aug-11,Lasionycteris noctivagans,5:30:00 AM,F,SA,11.4,40.75,1.03,9.26,0.06,8.02,,,,ON,,Long Point,
LM1-LANO-22,8.28.2011,28-Aug-11,Lasionycteris noctivagans,4:30:00 AM,F,SA,10.5,41.9,0.93,8.53,0,6.73,,,,ON,,Long Point,
LM1-LANO-23,8.28.2011,28-Aug-11,Lasionycteris noctivagans,4:30:00 AM,M,SA,9.2,39.25,0.79,7.34,0.07,6.95,,,,ON,,Long Point,
LM1-LANO-24,8.28.2011,28-Aug-11,Lasionycteris noctivagans,4:30:00 AM,F,SA,10.1,41.35,0.76,8.43,0,10.06,,,,ON,,Long Point,
LM1-LANO-25,8.28.2011,28-Aug-11,Lasionycteris noctivagans,4:30:00 AM,M,SA,7.7,38.4,0.45,6.46,0.08,6.61,,,,ON,,Long Point,
LM1-LANO-26,8.29.2011,29-Aug-11,Lasionycteris noctivagans,3:00:00 AM,F,SA,11.1,41.7,0.95,8.99,0,8.3,,,,ON,,Long Point,
LM1-LANO-27,8.29.2011,29-Aug-11,Lasionycteris noctivagans,3:00:00 AM,M,SA,11.5,40.25,1.12,9.17,0,7.09,,,,ON,,Long Point,
LM1-LANO-28,8.29.2011,29-Aug-11,Lasionycteris noctivagans,4:45:00 AM,M,SA,9.8,41,0.77,8.02,0.14,6.18,,,,ON,,Long Point,
LM1-LANO-29,8.29.2011,29-Aug-11,Lasionycteris noctivagans,5:15:00 AM,F,SA,11.5,42.25,1.48,8.8,0.05,7.12,,,,ON,,Long Point,
LM1-LANO-3,8.26.2011,26-Aug-11,Lasionycteris noctivagans,6:30:00 AM,M,SA,10.7,42.05,0.63,8.46,0,8,,,,ON,,Long Point,
LM1-LANO-30,8.29.2011,29-Aug-11,Lasionycteris noctivagans,6:10:00 AM,F,SA,11.3,42.7,1.3,8.88,0,6.93,,,,ON,,Long Point,
LM1-LANO-31,8.29.2011,29-Aug-11,Lasionycteris noctivagans,6:30:00 AM,F,SA,10.2,41.3,0.92,8.38,0.09,6.46,,,,ON,,Long Point,
LM1-LANO-32,9.1.2011,1-Sep-11,Lasionycteris noctivagans,4:30:00 AM,M,A,10.3,41.15,0.73,8.36,0.03,6.82,,,,ON,,Long Point,
LM1-LANO-33,9.2.2011,2-Sep-11,Lasionycteris noctivagans,4:00:00 AM,F,SA,12.9,41.2,1.38,10.07,0.02,8.51,,,,ON,,Long Point,
LM1-LANO-34,9.3.2011,3-Sep-11,Lasionycteris noctivagans,2:55:00 AM,F,SA,10.6,41.6,0.86,8.39,0.09,7.02,,,,ON,,Long Point,
LM1-LANO-35,9.5.2011,5-Sep-11,Lasionycteris noctivagans,5:15:00 AM,F,A,11.9,42.25,1.76,8.92,0.16,7.35,,,,ON,,Long Point,
LM1-LANO-36,9.5.2011,5-Sep-11,Lasionycteris noctivagans,5:25:00 AM,F,SA,10.6,42.55,1.24,8.27,0.02,6.43,,,,ON,,Long Point,
LM1-LANO-37,9.5.2011,5-Sep-11,Lasionycteris noctivagans,5:15:00 AM,F,SA,11.1,40.6,1.59,8.41,0.06,7.23,,,,ON,,Long Point,
LM1-LANO-38,9.5.2011,5-Sep-11,Lasionycteris noctivagans,6:00:00 AM,M,SA,10.9,41.75,1.37,8.45,0,7.22,,,,ON,,Long Point,
LM1-LANO-39,9.5.2011,5-Sep-11,Lasionycteris noctivagans,6:20:00 AM,M,SA,10.3,41.6,1.14,8.03,0.03,6.71,,,,ON,,Long Point,
LM1-LANO-4,8.28.2011,28-Aug-11,Lasionycteris noctivagans,3:45:00 AM,M,SA,9.3,40.6,0.75,7.58,0.01,6.44,,,,ON,,Long Point,
LM1-LANO-40,9.5.2011,5-Sep-11,Lasionycteris noctivagans,6:20:00 AM,M,SA,11.3,40.6,1.76,8.41,0.05,6.41,,,,ON,,Long Point,
LM1-LANO-41,9.5.2011,5-Sep-11,Lasionycteris noctivagans,6:20:00 AM,M,A,10.6,39.55,1.32,8.23,0.02,6.86,,,,ON,,Long Point,
LM1-LANO-42,9.6.2011,6-Sep-11,Lasionycteris noctivagans,2:50:00 AM,F,SA,11.4,41.3,1.4,8.86,0.09,7.34,,,,ON,,Long Point,
LM1-LANO-43,9.6.2011,6-Sep-11,Lasionycteris noctivagans,2:50:00 AM,M,SA,10.3,41,1.34,7.96,0.04,7.63,,,,ON,,Long Point,
LM1-LANO-44,9.6.2011,6-Sep-11,Lasionycteris noctivagans,3:30:00 AM,M,SA,8.9,39.8,0.95,6.99,0.04,6.59,,,,ON,,Long Point,
LM1-LANO-45,9.6.2011,6-Sep-11,Lasionycteris noctivagans,3:30:00 AM,M,SA,9.5,40.1,0.92,7.59,0.12,6.94,,,,ON,,Long Point,
LM1-LANO-46,9.6.2011,6-Sep-11,Lasionycteris noctivagans,3:30:00 AM,M,SA,10.2,40.6,1.01,8.17,0.15,6.63,,,,ON,,Long Point,
LM1-LANO-47,9.6.2011,6-Sep-11,Lasionycteris noctivagans,3:30:00 AM,F,SA,10.8,40,1.23,8.6,0,7.62,,,,ON,,Long Point,
LM1-LANO-48,9.6.2011,6-Sep-11,Lasionycteris noctivagans,3:30:00 AM,M,SA,10.9,40.3,1.22,7.9,0,6.54,,,,ON,,Long Point,
LM1-LANO-49,9.6.2011,6-Sep-11,Lasionycteris noctivagans,3:30:00 AM,F,SA,10,42.5,1.03,7.77,0.05,6.19,,,,ON,,Long Point,
LM1-LANO-5,8.28.2011,28-Aug-11,Lasionycteris noctivagans,3:45:00 AM,M,SA,10.4,41.65,1.06,8.38,0.15,7.74,,,,ON,,Long Point,
LM1-LANO-50,9.6.2011,6-Sep-11,Lasionycteris noctivagans,3:30:00 AM,M,SA,10.3,40.6,1.08,8.06,0.04,7.29,,,,ON,,Long Point,
LM1-LANO-51,9.6.2011,6-Sep-11,Lasionycteris noctivagans,3:45:00 AM,M,A,10.9,41,0.63,9,0.07,7.04,,,,ON,,Long Point,
LM1-LANO-52,9.6.2011,6-Sep-11,Lasionycteris noctivagans,3:45:00 AM,M,SA,9.7,41.2,0.98,7.7,0,6.31,,,,ON,,Long Point,
LM1-LANO-53,9.7.2011,7-Sep-11,Lasionycteris noctivagans,3:15:00 AM,M,SA,10.3,40.8,1.22,7.98,0,6.65,,,,ON,,Long Point,
LM1-LANO-54,9.7.2011,7-Sep-11,Lasionycteris noctivagans,4:40:00 AM,F,SA,10.2,39.8,1.36,7.55,0.06,6.17,,,,ON,,Long Point,
LM1-LANO-55,9.7.2011,7-Sep-11,Lasionycteris noctivagans,5:05:00 AM,M,A,11.4,41.7,,,,,,,,ON,,Long Point,
LM1-LANO-56,9.7.2011,7-Sep-11,Lasionycteris noctivagans,5:45:00 AM,M,SA,9.7,40,,,,,,,,ON,,Long Point,
LM1-LANO-57,9.8.2011,8-Sep-11,Lasionycteris noctivagans,4:30:00 AM,F,A,11.8,41.8,0.97,9.44,0.08,9.09,,,,ON,,Long Point,
LM1-LANO-58,9.8.2011,8-Sep-11,Lasionycteris noctivagans,5:45:00 AM,F,SA,11.3,39.95,0.88,9.13,0.05,7.6,,,,ON,,Long Point,
LM1-LANO-59,9.8.2011,8-Sep-11,Lasionycteris noctivagans,6:20:00 AM,M,A,9.5,39.1,1.03,7.36,0,7.51,,,,ON,,Long Point,
LM1-LANO-6,8.28.2011,28-Aug-11,Lasionycteris noctivagans,3:45:00 AM,M,SA,9.7,41.9,0.89,7.85,0.06,6.44,,,,ON,,Long Point,
LM1-LANO-60,9.9.2011,9-Sep-11,Lasionycteris noctivagans,4:00:00 AM,F,SA,10.7,42.5,0.93,8.43,0,7.02,,,,ON,,Long Point,
LM1-LANO-61,9.9.2011,9-Sep-11,Lasionycteris noctivagans,4:00:00 AM,M,SA,11.4,41.8,1.62,8.63,0.08,7.62,,,,ON,,Long Point,
LM1-LANO-62,9.9.2011,9-Sep-11,Lasionycteris noctivagans,4:00:00 AM,M,SA,10.9,40.7,1.12,8.44,0.15,8.42,,,,ON,,Long Point,
LM1-LANO-63,9.9.2011,9-Sep-11,Lasionycteris noctivagans,5:30:00 AM,F,A,12.1,42.7,1.69,9.02,0,7.26,,,,ON,,Long Point,
LM1-LANO-64,9.9.2011,9-Sep-11,Lasionycteris noctivagans,5:30:00 AM,F,SA,9.9,42.05,0.43,8.3,0.1,8.81,,,,ON,,Long Point,
LM1-LANO-65,9.9.2011,9-Sep-11,Lasionycteris noctivagans,5:30:00 AM,F,A,11.5,42.45,0.72,9.25,0.1,8.02,,,,ON,,Long Point,
LM1-LANO-66,9.9.2011,9-Sep-11,Lasionycteris noctivagans,5:30:00 AM,M,SA,11,42.9,1.23,8.51,0.11,7.58,,,,ON,,Long Point,
LM1-LANO-67,9.9.2011,9-Sep-11,Lasionycteris noctivagans,5:30:00 AM,F,SA,9.9,40.45,0.68,7.97,0.07,7.48,,,,ON,,Long Point,
LM1-LANO-68,9.9.2011,9-Sep-11,Lasionycteris noctivagans,6:45:00 AM,F,SA,11.1,44.9,,,,,,,,ON,,Long Point,
LM1-LANO-69,9.11.2011,11-Sep-11,Lasionycteris noctivagans,6:20:00 AM,F,A,11,40.8,1.35,8.36,0,6.72,,,,ON,,Long Point,
LM1-LANO-7,8.28.2011,28-Aug-11,Lasionycteris noctivagans,3:50:00 AM,M,SA,9.5,42,0.3,8.04,0.08,7.59,,,,ON,,Long Point,
LM1-LANO-70,9.12.2011,12-Sep-11,Lasionycteris noctivagans,6:15:00 AM,M,SA,11,40.7,1.1,8.65,0.06,7.78,,,,ON,,Long Point,
LM1-LANO-71,9.12.2011,12-Sep-11,Lasionycteris noctivagans,6:40:00 AM,F,SA,10.3,42.9,0.77,8.25,0,7.98,,,,ON,,Long Point,
LM1-LANO-72,9.13.2011,13-Sep-11,Lasionycteris noctivagans,6:25:00 AM,M,SA,10.3,42.75,0.87,8.21,0.11,7.41,,,,ON,,Long Point,
LM1-LANO-73,9.14.2011,14-Sep-11,Lasionycteris noctivagans,4:45:00 AM,F,SA,11.5,43,1.03,9.18,0,7.28,,,,ON,,Long Point,
LM1-LANO-74,9.14.2011,14-Sep-11,Lasionycteris noctivagans,6:20:00 AM,F,SA,11.5,41.6,1.67,8.74,0.12,7.09,,,,ON,,Long Point,
LM1-LANO-8,8.28.2011,28-Aug-11,Lasionycteris noctivagans,3:50:00 AM,M,SA,9,39.65,0.61,7.38,0.02,5.67,,,,ON,,Long Point,
LM1-LANO-9,8.28.2011,28-Aug-11,Lasionycteris noctivagans,3:50:00 AM,M,SA,10.1,43.4,0.56,8.34,0.12,7.51,,,,ON,,Long Point,
LM1-MYLU-1,8.24.2011,24-Aug-11,Myotis lucifugus,5:40:00 AM,M,SA,7.8,36.9,0.95,6.03,0,5.58,,,,ON,,Long Point,
LM1-MYLU-2,8.25.2011,25-Aug-11,Myotis lucifugus,5:30:00 AM,F,SA,6.5,34.2,0.7,4.99,0.13,4.05,,,,ON,,Long Point,
LM1-MYLU-3,8.26.2011,26-Aug-11,Myotis lucifugus,3:30:00 AM,M,SA,5.2,34.45,,,,,,,,ON,,Long Point,
LM1-MYLU-4,8.27.2011,27-Aug-11,Myotis lucifugus,4:15:00 AM,M,A,8.4,37.75,1.05,6.56,0.08,6.21,,,,ON,,Long Point,
LM1-MYLU-5,9.4.2011,4-Sep-11,Myotis lucifugus,2:50:00 AM,F,A,11.6,38,4.03,6.47,0.05,5.75,,,,ON,,Long Point,
LM1-MYLU-6,9.8.2011,8-Sep-11,Myotis lucifugus,4:20:00 AM,M,SA,8.8,37.6,1.03,6.72,0.06,5.8,,,,ON,,Long Point,
LM1-MYSE-1,8.29.2011,29-Aug-11,Myotis septentrionalis,3:30:00 AM,M,A,5.9,34.8,0.42,4.76,0.01,3.64,,,,ON,,Long Point,
LM2-MYLU-1,4.2.2010,2-Apr-10,Myotis lucifugus,,M,A,6.72,36.35,0.93,5.22,0.06,3.76,,,,ON,,ON hibernaculum,
LM2-MYLU-10,4.2.2010,2-Apr-10,Myotis lucifugus,,F,A,7.39,37.65,0.9,5.87,0.05,4.15,,,,ON,,ON hibernaculum,
LM2-MYLU-11,4.2.2010,2-Apr-10,Myotis lucifugus,,F,A,8.66,39.2,1.53,6.49,0.03,4.97,,,,ON,,ON hibernaculum,
LM2-MYLU-12,4.2.2010,2-Apr-10,Myotis lucifugus,,F,A,7.73,38.6,1.28,5.71,0,4.78,,,,ON,,ON hibernaculum,
LM2-MYLU-13,4.2.2010,2-Apr-10,Myotis lucifugus,,M,A,6.49,37.8,0.77,4.85,0.06,4.79,,,,ON,,ON hibernaculum,
LM2-MYLU-14,4.2.2010,2-Apr-10,Myotis lucifugus,,M,A,7.37,39.25,0.8,5.93,0,4.71,,,,ON,,ON hibernaculum,
LM2-MYLU-15,4.2.2010,2-Apr-10,Myotis lucifugus,,M,A,6.91,38.1,0.87,5.29,0.02,4.21,,,,ON,,ON hibernaculum,
LM2-MYLU-16,4.2.2010,2-Apr-10,Myotis lucifugus,,M,A,7.98,37.95,0.92,6.35,0.07,6.45,,,,ON,,ON hibernaculum,
LM2-MYLU-17,4.2.2010,2-Apr-10,Myotis lucifugus,,M,A,7.37,38.4,0.89,5.82,0.05,5.97,,,,ON,,ON hibernaculum,
LM2-MYLU-18,4.2.2010,2-Apr-10,Myotis lucifugus,,M,A,6.81,37.75,0.62,5.5,0.04,4.14,,,,ON,,ON hibernaculum,
LM2-MYLU-19,4.2.2010,2-Apr-10,Myotis lucifugus,,M,A,7.06,37.7,1,5.48,0.05,4.1,,,,ON,,ON hibernaculum,
LM2-MYLU-2,4.2.2010,2-Apr-10,Myotis lucifugus,,F,A,7.09,37.65,0.82,5.61,0,4.11,,,,ON,,ON hibernaculum,
LM2-MYLU-20,4.2.2010,2-Apr-10,Myotis lucifugus,,M,A,6.59,38.8,0.65,5.3,0.05,4.03,,,,ON,,ON hibernaculum,
LM2-MYLU-21,4.2.2010,2-Apr-10,Myotis lucifugus,,M,A,8.18,39.25,1,6.59,0.04,6.28,,,,ON,,ON hibernaculum,
LM2-MYLU-22,4.2.2010,2-Apr-10,Myotis lucifugus,,F,A,7.33,38.05,0.96,5.69,0,4.08,,,,ON,,ON hibernaculum,
LM2-MYLU-23,4.2.2010,2-Apr-10,Myotis lucifugus,,F,A,8.05,39.15,1.26,6.33,0,5.76,,,,ON,,ON hibernaculum,
LM2-MYLU-24,4.2.2010,2-Apr-10,Myotis lucifugus,,M,A,7.5,38.35,1.12,5.8,0.1,4.79,,,,ON,,ON hibernaculum,
LM2-MYLU-25,4.2.2010,2-Apr-10,Myotis lucifugus,,M,A,6,37.05,0.73,4.52,0.01,3.13,,,,ON,,ON hibernaculum,
LM2-MYLU-26,4.2.2010,2-Apr-10,Myotis lucifugus,,M,A,6.12,37.75,0.79,4.55,0,4.18,,,,ON,,ON hibernaculum,
LM2-MYLU-27,4.2.2010,2-Apr-10,Myotis lucifugus,,M,A,6.55,37.9,0.95,4.97,0.03,4.15,,,,ON,,ON hibernaculum,
LM2-MYLU-28,4.2.2010,2-Apr-10,Myotis lucifugus,,M,A,7.38,38.3,1,5.8,0.11,5.31,,,,ON,,ON hibernaculum,
LM2-MYLU-29,4.2.2010,2-Apr-10,Myotis lucifugus,,M,A,6.58,37.7,0.8,5.06,0.02,4.06,,,,ON,,ON hibernaculum,
LM2-MYLU-3,4.2.2010,2-Apr-10,Myotis lucifugus,,F,A,6.53,36.9,0.57,5.29,0.02,4.05,,,,ON,,ON hibernaculum,
LM2-MYLU-30,4.2.2010,2-Apr-10,Myotis lucifugus,,M,A,6.19,40.45,0.54,4.99,0.01,3.63,,,,ON,,ON hibernaculum,
LM2-MYLU-31,4.2.2010,2-Apr-10,Myotis lucifugus,,F,A,7.8,38.5,1.46,5.58,0.02,6.07,,,,ON,,ON hibernaculum,
LM2-MYLU-32,4.2.2010,2-Apr-10,Myotis lucifugus,,M,A,7.03,37.8,0.84,5.43,0.04,4.54,,,,ON,,ON hibernaculum,
LM2-MYLU-33,4.2.2010,2-Apr-10,Myotis lucifugus,,F,A,6.98,36.15,1.07,5.27,0.12,4.26,,,,ON,,ON hibernaculum,
LM2-MYLU-34,4.2.2010,2-Apr-10,Myotis lucifugus,,M,A,6.17,37.7,0.64,4.95,0,4.2,,,,ON,,ON hibernaculum,
LM2-MYLU-35,4.2.2010,2-Apr-10,Myotis lucifugus,,F,A,6.36,36.7,0.86,5.04,0,3.57,,,,ON,,ON hibernaculum,
LM2-MYLU-36,4.2.2010,2-Apr-10,Myotis lucifugus,,M,A,7.66,37.9,1.2,5.86,0.06,4.83,,,,ON,,ON hibernaculum,
LM2-MYLU-37,4.2.2010,2-Apr-10,Myotis lucifugus,,F,A,7.51,38.15,0.95,5.95,0,6,,,,ON,,ON hibernaculum,
LM2-MYLU-38,4.2.2010,2-Apr-10,Myotis lucifugus,,F,A,8.37,38.35,1.52,6.16,0,5.3,,,,ON,,ON hibernaculum,
